SIZE,FUEL,DISTANCE,DESIBEL,AIRFLOW,FREQUENCY,STATUS
5,kerosene,60,106,14,30,1
5,kerosene,60,107,13.6,28,1
5,kerosene,60,108,13.5,27,1
5,kerosene,60,106,12.6,26,1
5,kerosene,60,106,12.5,25,1
5,kerosene,60,106,12.5,24,1
5,kerosene,60,105,12.2,23,1
5,kerosene,60,107,12.3,22,1
5,kerosene,60,105,,21,1
5,kerosene,60,104,12,20,1
5,kerosene,60,90,12.2,19,1
5,kerosene,60,90,11.9,18,1
5,kerosene,60,89,11.5,17,1
,kerosene,60,92,10.9,16,1
5,kerosene,60,89,11.2,15,1
5,kerosene,60,88,11,14,1
5,kerosene,60,86,9.5,13,1
5,,60,90,9.6,12,1
5,kerosene,60,90,9.3,11,1
5,kerosene,60,88,9.9,10,1
5,kerosene,60,90,10.7,9,1
5,,60,91,11,8,1
5,kerosene,60,90,10.6,7,1
,kerosene,60,87,10.2,6,1
5,kerosene,60,88,9.7,5,1
5,kerosene,60,87,8.6,4,1
5,kerosene,60,85,5.8,,0
5,kerosene,60,83,3.4,2,0
5,kerosene,60,84,0,1,0
5,kerosene,70,96,0,75,0
5,kerosene,70,103,0,72,0
5,,70,105,0,70,0
5,kerosene,70,104,0,68,0
5,kerosene,70,103,1.9,67,0
5,kerosene,,102,2.8,66,0
5,kerosene,70,102,3.2,65,0
5,kerosene,70,106,7.2,60,0
5,kerosene,70,106,7.5,55,0
5,kerosene,,108,9.7,52,0
5,kerosene,70,103,9.5,51,0
5,kerosene,70,103,10.6,50,1
5,kerosene,70,105,11,48,1
5,kerosene,70,105,12.2,47,1
5,kerosene,70,106,12,46,1
5,kerosene,70,106,12.5,45,1
5,kerosene,70,106,12.5,44,1
5,kerosene,70,108,12.9,42,1
5,kerosene,70,107,13.2,40,1
5,kerosene,70,108,13.5,38,1
5,kerosene,,106,13.5,36,1
5,kerosene,70,107,13.6,35,1
5,kerosene,70,106,13,34,1
5,kerosene,70,91,12.9,33,1
,kerosene,70,106,,32,1
5,kerosene,70,90,13,30,1
5,kerosene,70,92,13.3,28,1
5,kerosene,70,95,12.9,27,1
5,kerosene,70,106,12,26,1
5,kerosene,70,106,11.6,25,1
5,kerosene,70,105,11.6,24,1
5,kerosene,70,95,11.2,23,1
5,kerosene,70,107,10.7,22,1
5,kerosene,70,104,10.9,21,1
5,kerosene,70,104,11,20,1
5,kerosene,70,92,11.2,19,1
5,kerosene,70,91,11,18,1
5,kerosene,70,88,10.7,17,1
5,kerosene,70,92,10.6,16,1
5,kerosene,70,90,10.7,15,1
5,kerosene,70,87,10.6,14,1
5,kerosene,70,86,9.3,13,1
5,kerosene,70,89,8.8,12,1
5,kerosene,70,88,8.6,11,1
5,,70,88,8.3,10,1
5,kerosene,70,89,9.3,9,1
5,kerosene,70,90,9.5,8,1
5,kerosene,70,90,10.2,7,1
5,kerosene,70,87,10.3,6,1
5,kerosene,70,86,9.5,5,1
5,kerosene,,87,8.1,4,1
5,kerosene,70,86,5.8,,0
5,kerosene,70,80,3.8,2,0
5,kerosene,70,75,0,,0
5,kerosene,80,96,0,75,0
5,kerosene,80,102,0,72,0
5,kerosene,80,102,0,70,0
5,kerosene,80,102,0,68,0
5,kerosene,80,96,2,67,0
5,kerosene,80,96,2.8,66,0
5,kerosene,80,105,2.8,65,0
5,kerosene,80,95,5.8,60,0
5,kerosene,80,94,6.5,55,0
5,kerosene,80,107,8.2,52,0
5,kerosene,80,103,8.2,51,0
5,kerosene,80,103,9,50,0
5,kerosene,80,106,10.5,48,0
5,kerosene,80,104,,47,0
5,kerosene,80,106,11.2,46,0
5,kerosene,80,105,11.6,45,1
5,kerosene,80,106,12,44,1
5,kerosene,,107,12.2,42,1
5,kerosene,80,106,11.6,40,1
5,kerosene,,,11.6,38,1
5,kerosene,,106,12.3,36,1
5,kerosene,80,106,12.6,35,1
5,kerosene,80,105,12.5,34,1
5,kerosene,,106,12.3,33,1
5,kerosene,80,106,11.8,32,1
5,kerosene,80,106,12.2,30,1
5,kerosene,80,106,11.6,28,1
5,kerosene,80,106,12,27,1
5,kerosene,80,105,11.3,26,1
5,,80,105,10.6,25,1
5,kerosene,80,104,10.4,24,1
5,kerosene,80,104,11.3,23,1
5,kerosene,80,106,10.6,22,1
5,kerosene,80,92,10.5,21,1
5,kerosene,80,104,10,20,1
5,kerosene,80,104,11,19,1
5,kerosene,80,90,10.7,18,1
5,kerosene,80,89,10.4,17,1
5,kerosene,80,91,10.3,16,1
5,kerosene,80,89,10.3,15,1
5,kerosene,80,90,10.6,14,1
5,kerosene,80,88,9.3,13,1
5,kerosene,80,91,8.6,12,1
5,kerosene,80,88,7.7,11,1
,kerosene,80,92,7.9,10,1
5,kerosene,80,89,8.5,9,1
5,kerosene,80,90,9.3,8,1
5,kerosene,80,89,10,7,0
5,,80,88,9.5,6,0
5,kerosene,80,86,9.5,5,0
5,kerosene,80,87,7.7,4,0
5,kerosene,80,85,5,3,0
5,kerosene,80,,3.2,2,0
5,kerosene,80,75,0,1,0
5,kerosene,90,103,0,75,0
5,kerosene,90,98,0,72,0
5,kerosene,90,104,0,70,0
5,kerosene,90,102,0,68,0
5,kerosene,90,96,2.1,67,0
5,kerosene,90,96,2.5,66,0
5,kerosene,90,105,3.1,65,0
5,kerosene,90,95,6.4,60,0
5,kerosene,90,106,6.1,55,0
5,kerosene,90,106,7,52,0
5,kerosene,90,104,8.5,51,0
5,kerosene,90,104,10,50,0
5,kerosene,90,106,10.9,48,0
5,kerosene,90,106,11,47,0
5,kerosene,90,106,,46,0
5,kerosene,90,107,13.1,45,0
5,kerosene,90,106,11.9,44,0
5,kerosene,90,,11,42,0
5,kerosene,90,106,11,40,0
5,kerosene,90,110,12.2,38,0
5,kerosene,90,106,12.2,36,0
5,kerosene,90,106,12.5,35,0
5,kerosene,90,106,12.6,34,0
5,,90,105,13.2,33,0
5,kerosene,90,106,12.6,32,0
5,kerosene,90,105,12.8,,1
5,kerosene,90,106,12.8,28,1
5,kerosene,90,106,12,27,1
5,kerosene,90,105,11.5,26,1
5,kerosene,90,105,11,25,1
5,kerosene,90,104,10.6,24,1
5,kerosene,90,104,10.2,23,1
5,kerosene,90,105,10.6,22,1
5,kerosene,90,105,10,21,1
5,kerosene,90,104,10.2,20,1
5,kerosene,90,91,10.2,19,1
5,kerosene,90,90,11.2,18,1
5,kerosene,90,89,10.9,17,1
5,kerosene,90,102,10.9,,1
5,kerosene,90,89,10.9,15,1
5,kerosene,90,90,10.4,14,1
5,,90,88,9.5,13,1
5,kerosene,90,90,8.2,12,1
5,,90,88,7.4,11,1
5,kerosene,90,89,7.9,10,1
5,kerosene,90,89,8.5,9,1
5,kerosene,90,90,8.9,8,1
5,kerosene,90,88,10,7,0
5,kerosene,90,87,9.7,6,0
5,kerosene,90,86,9.2,5,0
5,kerosene,90,86,7.5,4,0
5,kerosene,90,85,4.4,3,0
5,,90,84,3.2,2,0
5,kerosene,90,75,0,1,0
5,kerosene,100,98,0,75,0
5,kerosene,100,102,0,72,0
,kerosene,100,106,,70,0
5,kerosene,100,104,0,68,0
5,kerosene,100,103,1.5,67,0
5,kerosene,100,103,2.1,66,0
5,kerosene,100,105,2.5,65,0
5,kerosene,100,95,3.4,60,0
5,kerosene,100,105,4.4,55,0
5,kerosene,100,106,5.4,52,0
5,kerosene,100,102,4.9,51,0
5,kerosene,100,95,,,0
5,kerosene,100,105,7.1,48,0
5,kerosene,100,104,,47,0
5,kerosene,100,104,8.6,46,0
5,kerosene,100,104,8.8,45,0
5,kerosene,100,103,9.1,44,0
5,kerosene,100,103,9.9,42,0
5,kerosene,100,104,8.8,40,0
5,kerosene,100,107,9.6,38,0
5,kerosene,100,104,10.3,36,0
5,kerosene,100,104,10.3,35,0
5,kerosene,100,105,10,34,0
5,kerosene,100,105,10,33,0
5,kerosene,100,105,9,32,0
5,kerosene,100,103,10.3,30,0
,kerosene,100,105,10.4,28,0
5,kerosene,100,104,9.7,27,0
5,kerosene,100,104,7.5,26,0
5,kerosene,100,103,7.5,25,0
5,kerosene,100,104,7.4,24,0
5,kerosene,100,103,6.5,23,0
5,kerosene,100,104,6.5,22,1
5,kerosene,100,92,5.6,21,1
5,kerosene,100,,6,20,1
5,kerosene,100,91,7.5,19,1
5,kerosene,100,89,7,18,1
5,kerosene,100,87,8.5,17,1
5,kerosene,100,91,9,16,1
5,,100,90,9.9,15,1
5,kerosene,100,88,9.7,14,1
5,kerosene,100,88,7.8,13,1
5,kerosene,100,89,4.9,12,1
5,kerosene,100,88,4.6,11,1
5,kerosene,100,92,5.6,10,1
5,kerosene,100,89,5.2,9,1
5,kerosene,100,90,5.8,8,0
5,kerosene,100,89,7.1,7,0
5,kerosene,100,89,7.5,6,0
5,kerosene,100,88,7,5,0
5,kerosene,100,86,6.5,4,0
5,kerosene,100,85,3.7,3,0
,kerosene,100,79,3,2,0
5,kerosene,100,75,0,1,0
5,kerosene,110,108,0,75,0
5,kerosene,110,96,0,,0
5,kerosene,110,96,0,70,0
5,kerosene,110,96,0,68,0
5,kerosene,,96,1.5,67,0
5,kerosene,110,96,1.9,66,0
5,kerosene,110,106,2.7,65,0
5,kerosene,110,96,3.7,60,0
5,kerosene,110,95,3.4,55,0
5,kerosene,110,108,4.2,52,0
5,kerosene,110,102,4.8,51,0
5,kerosene,110,95,5,50,0
5,kerosene,110,104,5.7,48,0
5,kerosene,110,105,6.8,47,0
5,kerosene,110,104,6.7,46,0
5,kerosene,110,106,6.8,45,0
5,kerosene,110,105,7.4,44,0
5,kerosene,110,106,7.1,42,0
5,kerosene,110,106,7.7,40,0
5,kerosene,110,108,,38,0
5,,110,106,8.1,36,0
5,kerosene,110,107,8.9,35,0
5,kerosene,110,106,8.5,34,0
5,kerosene,110,104,8.7,33,0
5,kerosene,110,107,8.8,32,0
5,kerosene,110,106,10.6,30,0
5,kerosene,110,105,8.8,28,0
5,kerosene,110,106,9.3,27,0
5,kerosene,110,106,10,26,0
5,kerosene,110,104,8.5,25,0
5,kerosene,110,106,9.2,24,0
,kerosene,110,104,7.3,23,0
5,kerosene,110,103,7.5,22,0
5,kerosene,110,92,6.5,21,0
5,kerosene,110,95,6.1,20,0
5,kerosene,110,101,6.5,19,0
5,kerosene,110,101,6,18,0
5,kerosene,110,100,7,17,0
,kerosene,110,100,7.7,16,1
5,kerosene,110,,8.5,15,1
5,kerosene,110,91,9.3,14,1
5,kerosene,110,89,6.5,13,0
5,kerosene,110,91,6.1,12,0
5,kerosene,110,87,5.2,11,0
5,kerosene,110,92,4.9,10,0
5,kerosene,110,90,5,9,0
5,kerosene,110,89,4.5,8,0
5,kerosene,110,92,7,7,0
5,kerosene,110,89,8.1,6,0
5,kerosene,110,89,7.5,5,0
5,kerosene,110,87,6.7,4,0
5,kerosene,110,,3.7,3,0
5,kerosene,110,79,3.1,2,0
5,kerosene,110,74,0,1,0
5,kerosene,120,97,0,75,0
5,kerosene,120,96,0,72,0
5,kerosene,120,96,0,70,0
5,kerosene,120,96,0,68,0
5,kerosene,120,96,1.5,67,0
5,kerosene,120,96,1.9,66,0
5,kerosene,120,96,2.2,65,0
5,kerosene,120,95,3.3,60,0
5,kerosene,120,95,3.6,55,0
5,kerosene,120,105,4.8,52,0
5,kerosene,120,102,4.2,51,0
5,kerosene,120,103,5,50,0
5,kerosene,120,103,5.3,48,0
5,kerosene,120,102,5.2,47,0
5,kerosene,120,102,5.8,46,0
5,kerosene,120,101,4.9,45,0
5,kerosene,120,104,6.1,44,0
5,kerosene,120,104,6.7,42,0
5,kerosene,120,102,7,40,0
5,kerosene,120,105,7.2,38,0
5,kerosene,120,103,7.9,36,0
5,kerosene,120,105,7.8,35,0
5,kerosene,120,103,8.2,34,0
5,kerosene,,103,8.5,33,0
5,kerosene,120,105,7.9,32,0
5,kerosene,120,104,7.7,30,0
5,kerosene,120,104,7.9,28,0
5,kerosene,120,106,7.7,27,0
5,kerosene,120,105,6.4,26,0
5,kerosene,120,104,6.3,25,0
5,kerosene,120,103,5.7,24,0
5,kerosene,120,104,5.6,23,0
5,kerosene,120,105,5,22,0
5,kerosene,120,104,5.7,21,0
5,kerosene,120,92,5.7,,0
5,kerosene,120,104,,19,0
5,kerosene,120,101,5.7,18,0
5,kerosene,120,102,7.9,17,0
5,kerosene,120,90,7.7,16,0
5,kerosene,120,101,8.6,15,1
5,kerosene,120,89,9,14,0
5,kerosene,120,88,8.3,13,0
5,kerosene,120,90,4.2,12,0
5,kerosene,120,89,4,11,0
,kerosene,120,92,3.8,10,0
5,kerosene,120,89,3.9,9,0
,kerosene,120,91,4,8,0
5,kerosene,120,87,7,7,0
5,kerosene,120,88,,6,0
5,kerosene,120,94,6,5,0
5,kerosene,120,85,,4,0
5,kerosene,120,84,2.5,3,0
5,kerosene,120,78,1.4,2,0
5,kerosene,120,74,0,1,0
5,kerosene,130,108,0,75,0
5,kerosene,130,96,0,72,0
5,kerosene,130,96,,70,0
5,kerosene,130,96,0,68,0
5,kerosene,130,96,1.5,67,0
5,kerosene,130,96,1.6,66,0
5,kerosene,130,96,1.9,65,0
5,kerosene,130,95,3.4,60,0
5,kerosene,,95,3.3,55,0
5,kerosene,130,105,3.7,52,0
5,kerosene,130,103,3.7,51,0
5,kerosene,130,94,3.8,50,0
5,kerosene,130,102,4.4,48,0
5,kerosene,130,99,5.2,47,0
5,kerosene,130,97,5.7,46,0
5,kerosene,130,106,,,0
5,kerosene,130,103,5.2,44,0
5,kerosene,130,99,5,42,0
5,kerosene,,103,5.6,40,0
5,kerosene,130,106,6.4,38,0
5,kerosene,130,105,6.3,36,0
5,kerosene,130,105,5.6,35,0
5,kerosene,130,104,5.8,,0
5,kerosene,130,104,7,33,0
5,kerosene,130,92,8.3,32,0
5,kerosene,130,96,7.8,30,0
5,kerosene,130,96,7.4,28,0
5,kerosene,130,96,6.3,27,0
5,kerosene,130,92,6.5,26,0
5,kerosene,130,,6.1,25,0
5,kerosene,130,96,4.8,24,0
5,kerosene,,96,4.2,23,0
5,kerosene,130,96,4.2,22,0
5,kerosene,130,,3.7,21,0
5,kerosene,130,92,4.2,20,0
5,kerosene,130,92,5,,0
5,kerosene,130,89,5.3,18,0
5,kerosene,130,90,5.6,17,0
5,kerosene,130,92,4.4,16,0
5,kerosene,130,89,4.5,15,0
5,kerosene,130,91,6.8,14,0
5,kerosene,130,91,5.6,13,0
5,kerosene,130,92,,12,0
5,kerosene,130,92,4.6,11,0
5,kerosene,130,91,4,10,0
5,kerosene,130,90,3.3,9,0
5,kerosene,130,88,3.8,8,0
5,kerosene,130,88,5.3,7,0
5,kerosene,130,86,4.9,6,0
5,kerosene,130,86,4.5,5,0
5,kerosene,,,5,4,0
5,kerosene,130,86,3.4,3,0
5,kerosene,130,80,2.3,2,0
5,kerosene,130,74,0,1,0
5,kerosene,140,96,0,75,0
5,kerosene,140,,0,72,0
5,kerosene,,96,0,70,0
5,kerosene,140,96,0,68,0
5,kerosene,140,96,0.8,67,0
5,kerosene,140,95,1.3,66,0
5,kerosene,140,96,1.7,65,0
5,kerosene,140,95,2.8,60,0
5,kerosene,140,107,2.3,55,0
5,kerosene,140,94,3.3,52,0
5,kerosene,140,102,3.7,51,0
5,kerosene,140,95,3.4,50,0
5,kerosene,140,104,4.4,48,0
5,kerosene,140,93,4.3,47,0
5,kerosene,140,92,4.8,46,0
5,kerosene,140,93,4.6,45,0
5,kerosene,,96,4.6,44,0
5,kerosene,140,105,4,42,0
5,kerosene,140,92,4.5,40,0
5,kerosene,140,102,5.4,38,0
5,kerosene,140,106,4.3,36,0
,kerosene,140,94,5.2,35,0
5,kerosene,140,102,5.2,34,0
5,kerosene,140,93,5.6,33,0
5,kerosene,140,93,5.4,32,0
5,kerosene,140,93,5.7,30,0
5,kerosene,140,92,5.3,28,0
5,kerosene,140,92,6,27,0
5,kerosene,140,,6.4,26,0
5,kerosene,140,94,5.7,25,0
5,kerosene,140,91,5.2,24,0
5,kerosene,140,91,4.3,23,0
5,kerosene,140,94,4.2,22,0
5,kerosene,,91,4,21,0
5,kerosene,140,92,4.2,20,0
5,kerosene,140,90,4.5,19,0
5,kerosene,140,92,5.3,18,0
5,kerosene,140,86,5.4,17,0
5,kerosene,140,92,5.2,16,0
5,kerosene,140,89,5.6,15,0
5,kerosene,140,92,6,14,0
5,kerosene,140,89,5,13,0
5,kerosene,140,93,3.7,12,0
5,kerosene,140,88,2.3,11,0
5,kerosene,140,90,3.2,10,0
5,kerosene,140,90,2.7,9,0
5,kerosene,140,90,2.9,8,0
5,kerosene,140,89,4.4,7,0
5,kerosene,140,87,4.5,6,0
5,kerosene,140,87,4.8,5,0
5,kerosene,140,,4.8,4,0
5,kerosene,140,86,4.6,3,0
5,kerosene,140,82,2.1,2,0
5,kerosene,140,74,0,1,0
5,kerosene,150,,0,75,0
5,kerosene,150,96,0,72,0
5,kerosene,150,105,0,70,0
5,kerosene,150,96,0,68,0
5,kerosene,150,96,0,67,0
5,kerosene,150,96,1,66,0
5,kerosene,150,96,,65,0
5,kerosene,150,95,2.2,60,0
5,kerosene,150,95,2,55,0
5,kerosene,150,95,3.2,52,0
5,kerosene,150,95,2.8,51,0
5,kerosene,150,94,3.1,50,0
5,kerosene,150,102,3.7,48,0
5,kerosene,150,94,,47,0
5,kerosene,150,93,3.7,46,0
5,kerosene,150,94,4,45,0
5,,150,96,4.2,44,0
5,kerosene,150,105,4.3,42,0
5,kerosene,150,93,4.4,40,0
5,kerosene,150,103,4.2,38,0
5,kerosene,150,105,4.3,36,0
5,kerosene,150,93,4.8,35,0
5,kerosene,150,92,4.5,34,0
5,kerosene,150,93,4.5,33,0
5,kerosene,150,96,5.3,32,0
5,kerosene,150,89,5.6,30,0
5,kerosene,150,92,5,28,0
5,kerosene,150,93,5.6,27,0
5,kerosene,150,93,5.8,26,0
5,kerosene,150,92,4.8,25,0
5,kerosene,,92,4.5,24,0
,kerosene,150,91,4.3,23,0
5,kerosene,,93,4,22,0
5,kerosene,150,90,3.7,21,0
5,kerosene,150,90,3.7,20,0
5,kerosene,150,89,3.4,19,0
5,kerosene,150,92,3.3,18,0
5,kerosene,150,86,4.5,17,0
5,kerosene,150,92,4.9,16,0
,kerosene,150,90,6,15,0
5,kerosene,150,,6.3,14,0
5,kerosene,150,89,4.4,13,0
5,kerosene,150,93,2.7,12,0
5,kerosene,150,,2.3,11,0
5,kerosene,150,91,2.8,10,0
5,kerosene,150,91,2.3,9,0
5,kerosene,150,91,2.8,8,0
5,kerosene,150,89,3.1,7,0
5,kerosene,150,88,4.3,6,0
5,kerosene,150,85,4.8,5,0
5,kerosene,150,86,5.2,4,0
5,,150,85,3.7,3,0
5,kerosene,150,79,2.2,2,0
5,,150,74,0,1,0
5,kerosene,160,97,0,75,0
5,kerosene,160,97,0,,0
5,kerosene,,96,0,70,0
5,kerosene,160,96,0,68,0
5,kerosene,160,96,,67,0
5,kerosene,160,96,1,66,0
5,kerosene,160,105,1.5,65,0
5,kerosene,160,,2.5,60,0
,kerosene,160,94,1.9,55,0
5,kerosene,160,94,2.7,52,0
5,kerosene,160,101,2.7,51,0
5,kerosene,160,93,2.8,,0
5,kerosene,160,102,2.7,48,0
5,kerosene,160,94,3.3,47,0
5,kerosene,160,94,3.6,46,0
5,kerosene,160,95,3.9,45,0
5,kerosene,160,97,3.4,44,0
5,kerosene,160,105,3.7,42,0
5,kerosene,160,95,4,40,0
5,kerosene,160,102,4.2,,0
5,kerosene,160,105,4.4,36,0
5,kerosene,160,95,4.4,35,0
5,kerosene,160,91,4.8,34,0
5,kerosene,160,93,5.3,33,0
5,kerosene,160,93,5.8,32,0
5,kerosene,160,94,6,30,0
,kerosene,160,,6.3,28,0
5,kerosene,160,94,6.5,27,0
5,kerosene,160,92,5.2,26,0
5,kerosene,160,93,4.9,25,0
5,kerosene,160,92,5.7,24,0
5,kerosene,160,92,4.2,23,0
5,kerosene,160,92,3.4,22,0
5,kerosene,160,90,3.2,21,0
5,kerosene,160,91,3.3,20,0
5,kerosene,160,91,3.9,19,0
5,kerosene,160,93,3.9,18,0
5,kerosene,160,87,4,,0
5,kerosene,160,92,3.4,16,0
5,kerosene,160,90,4.4,15,0
5,kerosene,160,93,5.6,14,0
5,kerosene,160,90,4,13,0
5,kerosene,160,93,2.3,12,0
5,kerosene,160,91,2.2,11,0
5,kerosene,160,91,,10,0
5,kerosene,160,91,2.1,9,0
5,kerosene,160,91,2.7,8,0
5,kerosene,160,90,2.9,7,0
5,kerosene,160,89,3.7,6,0
5,kerosene,160,88,3.2,5,0
5,kerosene,160,86,3.3,4,0
5,kerosene,160,84,3.1,3,0
5,kerosene,160,78,1.4,2,0
5,kerosene,160,74,0,1,0
5,kerosene,170,102,0,75,0
5,kerosene,170,97,0,,0
5,kerosene,170,108,0,70,0
5,kerosene,170,96,0,68,0
5,kerosene,170,96,0,67,0
5,kerosene,170,96,0,66,0
5,kerosene,170,105,1.3,65,0
5,kerosene,170,95,2.2,60,0
5,kerosene,170,94,1.7,55,0
5,kerosene,170,94,2.3,52,0
5,kerosene,170,100,2.3,51,0
5,kerosene,170,94,2.7,50,0
5,kerosene,170,101,2.8,48,0
,,170,95,3.2,47,0
5,kerosene,170,95,,46,0
5,kerosene,170,96,3.4,45,0
5,kerosene,170,97,3.6,44,0
5,kerosene,170,106,3.4,42,0
5,kerosene,170,96,3.2,40,0
5,kerosene,170,101,3.4,38,0
5,kerosene,170,103,3.4,36,0
5,kerosene,170,95,3.7,35,0
5,kerosene,170,92,4,34,0
5,kerosene,170,93,4.2,33,0
5,kerosene,170,94,3.7,32,0
5,kerosene,170,94,3.7,30,0
5,kerosene,170,93,4.2,28,0
5,kerosene,170,97,4.4,27,0
5,kerosene,170,96,4.6,26,0
5,kerosene,170,94,4.2,25,0
5,kerosene,170,94,4.3,24,0
5,kerosene,,92,4.2,23,0
5,kerosene,170,92,3.8,22,0
5,kerosene,170,,3.7,21,0
5,kerosene,170,92,3.9,20,0
5,kerosene,170,92,3.6,19,0
5,kerosene,170,93,3.6,18,0
5,kerosene,170,88,4.2,17,0
5,kerosene,170,94,3.3,16,0
5,kerosene,170,88,3.1,15,0
5,kerosene,170,92,3.3,,0
5,kerosene,170,91,2.8,13,0
5,kerosene,170,93,2.2,12,0
5,kerosene,170,92,1.3,11,0
5,kerosene,170,91,2,10,0
5,kerosene,170,91,2.1,9,0
5,kerosene,170,91,2.2,8,0
5,kerosene,170,91,2,7,0
5,kerosene,170,86,3.1,6,0
5,kerosene,170,85,3.3,5,0
5,kerosene,170,84,3.6,4,0
5,kerosene,170,83,2,3,0
5,kerosene,170,78,1.4,2,0
5,kerosene,170,76,0,1,0
5,kerosene,180,104,0,75,0
5,kerosene,180,97,0,72,0
5,kerosene,180,96,0,70,0
5,kerosene,180,97,0,,0
5,kerosene,180,96,0,67,0
5,kerosene,180,104,0,66,0
5,kerosene,180,105,1.1,65,0
5,kerosene,180,95,2.1,,0
5,kerosene,180,95,1.5,55,0
5,kerosene,180,103,2.5,52,0
5,kerosene,180,102,2.5,51,0
5,kerosene,180,95,2.7,50,0
5,kerosene,180,95,2.7,48,0
5,kerosene,180,94,2.5,47,0
5,kerosene,180,94,2.6,46,0
5,kerosene,180,92,3.1,45,0
5,kerosene,180,101,3.1,44,0
5,kerosene,180,101,3.2,42,0
5,kerosene,180,94,3.4,40,0
5,kerosene,180,97,2.9,38,0
5,,180,102,3.6,36,0
5,kerosene,180,93,3.4,35,0
5,kerosene,180,93,3.6,34,0
5,kerosene,180,93,4,33,0
5,kerosene,180,93,3.9,32,0
5,kerosene,180,92,3.8,30,0
5,kerosene,180,94,3.8,28,0
5,kerosene,180,98,3.7,27,0
5,kerosene,180,95,3.8,26,0
5,kerosene,180,96,3.9,25,0
5,kerosene,180,93,3.6,24,0
5,kerosene,180,92,3.2,23,0
,kerosene,180,91,3.2,22,0
5,kerosene,180,91,2.9,21,0
5,kerosene,180,91,3.2,20,0
5,kerosene,180,91,2.5,19,0
5,kerosene,180,92,4.4,18,0
5,kerosene,180,89,3.4,17,0
5,kerosene,180,102,3.2,16,0
5,kerosene,180,88,3.6,15,0
5,kerosene,180,92,3.3,14,0
5,kerosene,180,90,2.9,13,0
5,kerosene,180,93,2.2,12,0
5,kerosene,180,92,1.7,11,0
5,kerosene,180,92,2.2,10,0
5,kerosene,180,92,2.2,9,0
5,kerosene,180,91,2.1,8,0
5,kerosene,,90,2.8,7,0
5,kerosene,180,88,3.3,6,0
5,kerosene,180,87,2.8,5,0
5,kerosene,180,,1.6,4,0
5,kerosene,,83,1.6,3,0
5,kerosene,180,80,1.4,2,0
5,kerosene,180,74,0,1,0
5,kerosene,190,104,0,75,0
5,kerosene,190,105,0,72,0
5,kerosene,190,,0,70,0
5,kerosene,190,96,0,68,0
5,kerosene,190,96,0,67,0
5,kerosene,190,96,0,66,0
5,kerosene,190,96,1,65,0
5,kerosene,190,95,2.1,60,0
5,kerosene,190,94,1.6,55,0
5,kerosene,190,94,,52,0
5,kerosene,190,102,2.5,51,0
5,kerosene,190,102,2.6,50,0
5,kerosene,190,93,2.3,48,0
5,kerosene,190,94,2.6,47,0
5,kerosene,190,102,2.6,46,0
5,kerosene,190,93,2.5,45,0
5,kerosene,190,97,2.8,44,0
5,,190,103,3.2,42,0
5,kerosene,190,94,2.9,40,0
5,kerosene,190,96,2.9,38,0
5,kerosene,190,100,2.7,36,0
5,kerosene,190,93,2.7,35,0
5,kerosene,190,95,2.9,34,0
5,kerosene,190,95,2.2,33,0
5,kerosene,190,92,2.6,,0
5,kerosene,190,94,2.2,30,0
5,kerosene,190,97,2.6,28,0
5,kerosene,190,100,3.2,27,0
5,kerosene,190,96,2.9,26,0
5,kerosene,190,102,2.9,25,0
5,kerosene,190,94,3.1,,0
5,kerosene,190,93,3.2,23,0
5,kerosene,190,90,2.9,22,0
5,kerosene,190,90,2.6,21,0
5,kerosene,190,,2.5,20,0
5,kerosene,190,92,2,19,0
5,kerosene,190,92,2.3,18,0
5,kerosene,190,92,2.7,17,0
5,kerosene,190,96,2.6,16,0
5,kerosene,190,90,3.6,15,0
5,,190,94,2.9,14,0
5,kerosene,190,91,3.3,13,0
5,kerosene,190,93,2,12,0
5,kerosene,190,92,1.4,11,0
5,kerosene,190,91,1.6,10,0
5,kerosene,190,92,2,9,0
5,kerosene,190,,1.9,8,0
5,kerosene,190,91,1.6,7,0
5,kerosene,190,87,2.5,6,0
5,,190,86,2.2,5,0
5,kerosene,190,84,2,4,0
5,kerosene,190,80,1.5,3,0
5,kerosene,190,76,0.4,2,0
5,kerosene,190,,0,1,0
6,lpg,10,96,0,75,0
6,lpg,10,96,0,72,0
6,lpg,10,96,2.6,70,0
6,lpg,10,96,3.2,68,0
6,lpg,10,109,4.5,,0
6,lpg,10,109,7.8,66,0
6,lpg,10,103,9.7,65,1
6,lpg,10,95,12,60,1
6,lpg,10,102,13.3,55,1
6,lpg,10,93,15.4,52,1
,lpg,10,93,15.1,51,1
6,lpg,10,95,15.2,50,1
6,lpg,10,110,15.4,48,1
6,lpg,10,111,15.2,47,1
6,lpg,10,109,15.4,46,1
6,lpg,10,105,15.2,45,1
6,lpg,10,111,16,44,1
6,lpg,10,110,15.7,42,1
6,lpg,10,106,15.4,40,1
6,lpg,10,111,15.5,38,1
6,lpg,10,110,15.2,36,1
6,lpg,10,103,14.9,35,1
6,lpg,10,109,14.9,34,1
6,lpg,10,108,14.9,,1
6,lpg,10,110,15.1,32,1
6,lpg,10,109,17,30,1
6,lpg,10,108,15.5,28,1
6,lpg,10,108,15.4,27,1
,lpg,10,107,15.5,26,1
6,lpg,10,109,16.6,25,1
6,lpg,10,108,15.2,24,1
6,lpg,10,108,15.4,23,1
6,lpg,10,108,15.4,22,1
